Chrom	Edge
chr21	>105401884>105401886
chr21	>105405695>105405696
chr21	>105400323>105400324
chr21	>105398587>105398588
chr21	>105406369>105406370
chr21	>105402125>105402127
chr21	>105400532>105400533
chr21	>105404406>105404407
chr21	>105402107>105402109
chr21	>105399920>105399921
chr21	>105404591>105404592
chr21	>105399487>105399489
chr21	>105400994>105400996
chr21	>105406782>105406783
chr21	>105398783>105398785
chr21	>105405073>105405074
chr21	>105406523>105406524
chr21	>105402706>105402708
chr21	>105400913>105400915
chr21	>105405047>105405049
chr21	>105404844>105404846
chr21	>105406568>105406569
chr21	>105405301>105405302
chr21	>105403152>105403154
chr21	>105405125>105405127
chr21	>105399752>105399753
chr21	>105406677>105406678
chr21	>105406677>105406679
chr21	>105405760>105405761
chr21	>105405997>105405998
chr21	>105401957>105401959
chr21	>105401456>105401457
chr21	>105401456>105401465
chr21	>105401562>105401564
chr21	>105402685>105402686
chr21	>105400737>105400739
chr21	>105407588>105407589
chr21	>105406060>105406062
chr21	>105401532>105401533
chr21	>105401845>105401847
chr21	>105402724>105402726
chr21	>105402179>105402180
chr21	>105403283>105403284
chr21	>105403271>105403272
chr21	>105401586>105401587
chr21	>105403465>105403466
chr21	>105400344>105400345
chr21	>105407203>105407205
chr21	>105405403>105405405
chr21	>105400642>105400643
chr21	>105401184>105401186
chr21	>105402018>105402019
chr21	>105407041>105407042
chr21	>105401279>105401280
chr21	>105404525>105404526
chr21	>105405757>105405758
chr21	>105401922>105401924
chr21	>105401407>105401408
chr21	>105402578>105402579
chr21	>105405037>105405038
chr21	>105400794>105400796
chr21	>105404838>105404840
chr21	>105407152>105407154
chr21	>105407078>105407080
chr21	>105406820>105406822
chr21	>105403929>105403931
chr21	>105406629>105406630
chr21	>105402352>105402354
chr21	>105403896>105403898
chr21	>105399768>105399770
chr21	>105404852>105404854
chr21	>105406420>105406421
chr21	>105407498>105407499
chr21	>105407498>105407500
chr21	>105405238>105405240
chr21	>105404081>105404083
chr21	>105403932>105403933
chr21	>105406674>105406675
chr21	>105399193>105399194
chr21	>105399193>105399195
chr21	>105398751>105398753
chr21	>105406622>105406623
chr21	>105402528>105402530
chr21	>105403495>105403497
chr21	>105403413>105403414
chr21	>105404806>105404807
chr21	>105402643>105402645
chr21	>105404001>105404002
chr21	>105405006>105405007
chr21	>105401709>105401711
chr21	>105403186>105403188
chr21	>105399201>105399202
chr21	>105401737>105401738
chr21	>105403676>105403678
chr21	>105404726>105404727
chr21	>105405028>105405029
chr21	>105401893>105401895
chr21	>105398850>105398852
chr21	>105404809>105404810
chr21	>105401164>105401165
chr21	>105404478>105404479
chr21	>105400651>105400652
chr21	>105406493>105406494
chr21	>105407025>105407026
chr21	>105400400>105400402
chr21	>105400570>105400571
chr21	>105401609>105401611
chr21	>105403572>105403574
chr21	>105404283>105404284
chr21	>105403630>105403631
chr21	>105399066>105399067
chr21	>105399066>105399068
chr21	>105403639>105403640
chr21	>105407427>105407429
chr21	>105400354>105400356
chr21	>105404520>105404522
chr21	>105407129>105407131
chr21	>105402595>105402596
chr21	>105402914>105402916
chr21	>105402751>105402753
chr21	>105400056>105400057
chr21	>105404031>105404032
chr21	>105401352>105401354
chr21	>105399074>105399075
chr21	>105405749>105405751
chr21	>105405465>105405467
chr21	>105399888>105399889
chr21	>105406907>105406908
chr21	>105399695>105399696
chr21	>105406643>105406645
chr21	>105401282>105401283
chr21	>105406774>105406776
chr21	>105399224>105399225
chr21	>105407298>105407300
chr21	>105403371>105403372
chr21	>105406559>105406560
chr21	>105401323>105401325
chr21	>105401505>105401506
chr21	>105402786>105402787
chr21	>105404812>105404813
chr21	>105404812>105404814
chr21	>105404622>105404624
chr21	>105405142>105405144
chr21	>105403657>105403658
chr21	>105400874>105400875
chr21	>105401760>105401762
chr21	>105402801>105402803
chr21	>105404894>105404896
chr21	>105403838>105403840
chr21	>105405411>105405412
chr21	>105402288>105402290
chr21	>105404160>105404161
chr21	>105399986>105399987
chr21	>105398791>105398792
chr21	>105404213>105404215
chr21	>105406663>105406664
chr21	>105404427>105404429
chr21	>105407209>105407211
chr21	>105398983>105398984
chr21	>105402164>105402166
chr21	>105399330>105399332
chr21	>105401714>105401716
chr21	>105403889>105403890
chr21	>105398780>105398782
chr21	>105399425>105399427
chr21	>105402013>105402015
chr21	>105399278>105399279
chr21	>105405540>105405541
chr21	>105405540>105405545
chr21	>105403580>105403582
chr21	>105400177>105400178
chr21	>105404395>105404397
chr21	>105402248>105402249
chr21	>105406141>105406142
chr21	>105401422>105401423
chr21	>105398710>105398712
chr21	>105400976>105400978
chr21	>105398887>105398888
chr21	>105401308>105401309
chr21	>105404037>105404038
chr21	>105405888>105405890
chr21	>105403757>105403759
chr21	>105402958>105402959
chr21	>105399613>105399614
chr21	>105401146>105401147
chr21	>105398521>105398523
chr21	>105403049>105403051
chr21	>105405608>105405610
chr21	>105398776>105398777
chr21	>105402693>105402694
chr21	>105398774>105398776
chr21	>105400162>105400165
chr21	>105407063>105407065
chr21	>105402094>105402095
chr21	>105402648>105402649
chr21	>105403234>105403236
chr21	>105399031>105399032
chr21	>105399031>105399035
chr21	>105405165>105405166
chr21	>105400589>105400591
chr21	>105402806>105402807
chr21	>105407568>105407570
chr21	>105400191>105400193
chr21	>105398564>105398566
chr21	>105403170>105403171
chr21	>105403784>105403785
chr21	>105404020>105404022
chr21	>105406001>105406003
chr21	>105403557>105403558
chr21	>105403856>105403858
chr21	>105399958>105399959
chr21	>105405358>105405360
chr21	>105399541>105399542
chr21	>105406887>105406888
chr21	>105401547>105401549
chr21	>105403426>105403428
chr21	>105406151>105406153
chr21	>105406951>105406953
chr21	>105399680>105399681
chr21	>105406974>105406976
chr21	>105401649>105401651
chr21	>105402031>105402032
chr21	>105401529>105401530
chr21	>105401132>105401134
chr21	>105406935>105406936
chr21	>105402540>105402542
chr21	>105402797>105402798
chr21	>105406227>105406228
chr21	>105401042>105401044
chr21	>105405524>105405525
chr21	>105406979>105406980
chr21	>105400839>105400841
chr21	>105406113>105406114
chr21	>105406113>105406115
chr21	>105400857>105400858
chr21	>105400251>105400253
chr21	>105405850>105405852
chr21	>105401171>105401172
chr21	>105406546>105406548
chr21	>105404426>105404427
chr21	>105400193>105400194
chr21	>105404776>105404777
chr21	>105405802>105405804
chr21	>105400462>105400464
chr21	>105404258>105404260
chr21	>105407586>105407588
chr21	>105399421>105399422
chr21	>105404764>105404765
chr21	>105403682>105403684
chr21	>105400670>105400672
chr21	>105403709>105403710
chr21	>105404724>105404726
chr21	>105402336>105402337
chr21	>105405777>105405778
chr21	>105407455>105407457
chr21	>105405833>105405834
chr21	>105401666>105401667
chr21	>105398481>105398482
chr21	>105401887>105401889
chr21	>105398876>105398878
chr21	>105407452>105407454
chr21	>105404449>105404450
chr21	>105399875>105399876
chr21	>105401577>105401578
chr21	>105401577>105401579
chr21	>105406708>105406710
chr21	>105401756>105401757
chr21	>105401972>105401974
chr21	>105403429>105403431
chr21	>105399759>105399761
chr21	>105404783>105404785
chr21	>105400850>105400851
chr21	>105405168>105405169
chr21	>105406855>105406856
chr21	>105403685>105403687
chr21	>105402041>105402043
chr21	>105406623>105406625
chr21	>105405605>105405607
chr21	>105406444>105406445
chr21	>105403438>105403440
chr21	>105404568>105404569
chr21	>105404568>105404573
chr21	>105405655>105405656
chr21	>105405616>105405617
chr21	>105399786>105399788
chr21	>105407424>105407426
chr21	>105400841>105400842
chr21	>105404609>105404610
chr21	>105403701>105403702
chr21	>105399157>105399158
chr21	>105403735>105403736
chr21	>105402427>105402428
chr21	>105402812>105402813
chr21	>105401538>105401540
chr21	>105406834>105406835
chr21	>105406834>105406837
chr21	>105402207>105402209
chr21	>105400061>105400062
chr21	>105401738>105401740
chr21	>105400741>105400744
chr21	>105405491>105405492
chr21	>105405211>105405213
chr21	>105406409>105406410
chr21	>105399317>105399318
chr21	>105399326>105399327
chr21	>105404917>105404918
chr21	>105405032>105405034
chr21	>105398866>105398867
chr21	>105400490>105400491
chr21	>105404794>105404795
chr21	>105403512>105403513
chr21	>105404298>105404299
chr21	>105403026>105403028
chr21	>105401869>105401871
chr21	>105401967>105401968
chr21	>105404043>105404045
chr21	>105398669>105398671
chr21	>105404310>105404311
chr21	>105405286>105405288
chr21	>105399979>105399980
chr21	>105407522>105407524
chr21	>105404782>105404783
chr21	>105402604>105402605
chr21	>105402176>105402177
chr21	>105403113>105403114
chr21	>105406711>105406712
chr21	>105400588>105400589
chr21	>105406312>105406314
chr21	>105406269>105406270
chr21	>105406340>105406341
chr21	>105401060>105401062
chr21	>105402865>105402867
chr21	>105403998>105403999
chr21	>105402415>105402416
chr21	>105402273>105402275
chr21	>105406139>105406141
chr21	>105405384>105405385
chr21	>105406046>105406048
chr21	>105399534>105399536
chr21	>105402136>105402138
chr21	>105399467>105399469
chr21	>105407603>105407604
chr21	>105407114>105407116
chr21	>105398612>105398613
chr21	>105406115>105406116
chr21	>105399886>105399888
chr21	>105401434>105401435
chr21	>105404712>105404714
chr21	>105405373>105405375
chr21	>105405905>105405906
chr21	>105404434>105404435
chr21	>105402843>105402844
chr21	>105398957>105398958
chr21	>105402631>105402632
chr21	>105406334>105406335
chr21	>105404562>105404563
chr21	>105402682>105402683
chr21	>105403728>105403730
chr21	>105398704>105398706
chr21	>105401681>105401682
chr21	>105404985>105404986
chr21	>105399726>105399727
chr21	>105406798>105406799
chr21	>105400736>105400737
chr21	>105404730>105404732
chr21	>105399184>105399185
chr21	>105402242>105402243
chr21	>105400687>105400689
chr21	>105403469>105403470
chr21	>105403905>105403907
chr21	>105402457>105402459
chr21	>105407149>105407151
chr21	>105403773>105403774
chr21	>105398455>105398456
chr21	>105405425>105405426
chr21	>105405814>105405815
chr21	>105399550>105399551
chr21	>105398503>105398505
chr21	>105400673>105400675
chr21	>105403601>105403603
chr21	>105407188>105407189
chr21	>105399504>105399505
chr21	>105406960>105406962
chr21	>105398627>105398628
chr21	>105407048>105407050
chr21	>105405022>105405023
chr21	>105400079>105400080
chr21	>105401962>105401966
chr21	>105401772>105401773
chr21	>105400200>105400202
chr21	>105404401>105404403
chr21	>105406868>105406870
chr21	>105404328>105404329
chr21	>105398491>105398493
chr21	>105399016>105399017
chr21	>105400473>105400474
chr21	>105406289>105406290
chr21	>105400380>105400382
chr21	>105402617>105402619
chr21	>105404597>105404598
chr21	>105404686>105404688
chr21	>105400068>105400070
chr21	>105400930>105400931
chr21	>105398423>105398425
chr21	>105404671>105404673
chr21	>105401302>105401303
chr21	>105405431>105405432
chr21	>105401222>105401223
chr21	>105406578>105406580
chr21	>105399056>105399058
chr21	>105402754>105402756
chr21	>105406457>105406458
chr21	>105403850>105403851
chr21	>105403422>105403423
chr21	>105405510>105405512
chr21	>105402057>105402058
chr21	>105400434>105400435
chr21	>105402500>105402501
chr21	>105404334>105404335
chr21	>105405911>105405912
chr21	>105403698>105403699
chr21	>105404263>105404265
chr21	>105399835>105399837
chr21	>105399584>105399586
chr21	>105403354>105403355
chr21	>105398648>105398649
chr21	>105407470>105407472
chr21	>105406954>105406956
chr21	>105400156>105400158
chr21	>105402990>105402991
chr21	>105398843>105398844
chr21	>105401672>105401673
chr21	>105400368>105400370
chr21	>105406733>105406734
chr21	>105406484>105406485
chr21	>105404230>105404231
chr21	>105404701>105404703
chr21	>105402994>105402996
chr21	>105400085>105400086
chr21	>105401252>105401253
chr21	>105401252>105401254
chr21	>105406682>105406684
chr21	>105404536>105404537
chr21	>105401366>105401367
chr21	>105407553>105407554
chr21	>105398912>105398914
chr21	>105405512>105405513
chr21	>105405232>105405234
chr21	>105403552>105403554
chr21	>105401115>105401116
chr21	>105402082>105402083
chr21	>105400121>105400122
chr21	>105399273>105399274
chr21	>105405864>105405866
chr21	>105404098>105404099
chr21	>105402113>105402115
chr21	>105403459>105403460
chr21	>105401375>105401376
chr21	>105401232>105401233
chr21	>105407617>105407618
chr21	>105401300>105401302
chr21	>105401620>105401621
chr21	>105404234>105404236
chr21	>105401254>105401255
chr21	>105403177>105403179
chr21	>105399374>105399376
chr21	>105399365>105399366
chr21	>105400296>105400297
chr21	>105400296>105400308
chr21	>105399741>105399743
chr21	>105398625>105398627
chr21	>105401993>105401995
chr21	>105400287>105400288
chr21	>105401045>105401047
chr21	>105405063>105405065
chr21	>105401360>105401361
chr21	>105398458>105398463
chr21	>105398665>105398666
chr21	>105406218>105406219
chr21	>105402491>105402493
chr21	>105398696>105398698
chr21	>105404924>105404926
chr21	>105405961>105405962
chr21	>105399262>105399263
chr21	>105407328>105407330
chr21	>105399078>105399080
chr21	>105398431>105398432
chr21	>105407475>105407477
chr21	>105406736>105406737
chr21	>105401669>105401670
chr21	>105400765>105400767
chr21	>105399268>105399272
chr21	>105399268>105399273
chr21	>105407353>105407355
chr21	>105402386>105402387
chr21	>105402602>105402604
chr21	>105399807>105399809
chr21	>105404964>105404966
chr21	>105402294>105402296
chr21	>105405222>105405223
chr21	>105398517>105398518
chr21	>105405943>105405944
chr21	>105399305>105399306
chr21	>105399305>105399307
chr21	>105401059>105401060
chr21	>105398610>105398612
chr21	>105399048>105399050
chr21	>105405828>105405830
chr21	>105403349>105403351
chr21	>105407487>105407489
chr21	>105405443>105405444
chr21	>105401812>105401813
chr21	>105403361>105403363
chr21	>105400108>105400109
chr21	>105400108>105400115
chr21	>105403437>105403438
chr21	>105405029>105405031
chr21	>105403902>105403904
chr21	>105404486>105404487
chr21	>105406968>105406969
chr21	>105406968>105406970
chr21	>105402446>105402448
chr21	>105406397>105406399
chr21	>105402721>105402723
chr21	>105404456>105404458
chr21	>105398969>105398970
chr21	>105400906>105400907
chr21	>105399489>105399490
chr21	>105398963>105398964
chr21	>105402413>105402415
chr21	>105407059>105407060
chr21	>105401094>105401095
chr21	>105404272>105404274
chr21	>105406590>105406592
chr21	>105402173>105402174
chr21	>105398828>105398829
chr21	>105404691>105404692
chr21	>105406356>105406358
chr21	>105407341>105407342
chr21	>105404995>105404996
chr21	>105403858>105403859
chr21	>105404394>105404395
chr21	>105401331>105401332
chr21	>105400383>105400385
chr21	>105406634>105406636
chr21	>105403625>105403627
chr21	>105401818>105401820
chr21	>105400104>105400105
chr21	>105400104>105400115
chr21	>105400854>105400855
chr21	>105400456>105400458
chr21	>105402539>105402540
chr21	>105403393>105403394
chr21	>105403898>105403899
chr21	>105406616>105406617
chr21	>105399007>105399008
chr21	>105404542>105404543
chr21	>105404542>105404545
chr21	>105399990>105399992
chr21	>105405002>105405003
chr21	>105402384>105402385
chr21	>105402384>105402386
chr21	>105405406>105405408
chr21	>105404513>105404514
chr21	>105398550>105398552
chr21	>105407137>105407139
chr21	>105403992>105403993
chr21	>105406581>105406583
chr21	>105407007>105407009
chr21	>105404430>105404433
chr21	>105405277>105405278
chr21	>105405277>105405279
chr21	>105398573>105398575
chr21	>105402442>105402443
chr21	>105399935>105399936
chr21	>105407036>105407037
chr21	>105402518>105402519
chr21	>105399743>105399744
chr21	>105405127>105405129
chr21	>105400762>105400764
chr21	>105404994>105404995
chr21	>105404994>105404996
chr21	>105401054>105401056
chr21	>105401590>105401591
chr21	>105398538>105398539
chr21	>105407483>105407484
chr21	>105399651>105399652
chr21	>105405296>105405298
chr21	>105402620>105402622
chr21	>105403859>105403861
chr21	>105402852>105402853
chr21	>105399563>105399565
chr21	>105405804>105405805
chr21	>105403098>105403099
chr21	>105403098>105403100
chr21	>105398972>105398973
chr21	>105404574>105404576
chr21	>105406150>105406151
chr21	>105406745>105406747
chr21	>105405455>105405456
chr21	>105406153>105406154
chr21	>105406461>105406462
chr21	>105406094>105406095
chr21	>105400542>105400544
chr21	>105407319>105407321
chr21	>105400970>105400971
chr21	>105400970>105400972
chr21	>105398753>105398754
chr21	>105398753>105398763
chr21	>105406399>105406402
chr21	>105406399>105406403
chr21	>105406399>105406404
chr21	>105406399>105406405
chr21	>105406399>105406406
chr21	>105406399>105406407
chr21	>105406399>105406408
chr21	>105406399>105406409
chr21	>105404663>105404664
chr21	>105400553>105400554
chr21	>105405531>105405533
chr21	>105400904>105400906
chr21	>105403987>105403988
chr21	>105404873>105404874
chr21	>105406049>105406051
chr21	>105399806>105399807
chr21	>105400767>105400768
chr21	>105400438>105400440
chr21	>105405240>105405241
chr21	>105400733>105400734
chr21	>105402070>105402071
chr21	>105400074>105400076
chr21	>105401028>105401029
chr21	>105401028>105401030
chr21	>105403033>105403034
chr21	>105403118>105403120
chr21	>105405857>105405858
chr21	>105401479>105401481
chr21	>105402919>105402920
chr21	>105399151>105399152
chr21	>105399119>105399121
chr21	>105402947>105402949
chr21	>105401810>105401812
chr21	>105401247>105401249
chr21	>105402679>105402680
chr21	>105402756>105402757
chr21	>105398426>105398428
chr21	>105399125>105399127
chr21	>105404651>105404652
chr21	>105405704>105405706
chr21	>105405704>105405707
chr21	>105398820>105398822
chr21	>105406614>105406616
chr21	>105403751>105403753
chr21	>105407458>105407460
chr21	>105405151>105405152
chr21	>105403893>105403895
chr21	>105405906>105405908
chr21	>105406985>105406986
chr21	>105398721>105398723
chr21	>105405965>105405967
chr21	>105401702>105401703
chr21	>105406989>105406991
chr21	>105406459>105406461
chr21	>105401346>105401348
chr21	>105402996>105402997
chr21	>105401799>105401800
chr21	>105406157>105406159
chr21	>105405988>105405989
chr21	>105402822>105402824
chr21	>105403664>105403666
chr21	>105406084>105406086
chr21	>105403953>105403955
chr21	>105404827>105404829
chr21	>105401123>105401125
chr21	>105407381>105407382
chr21	>105407580>105407582
chr21	>105403513>105403515
chr21	>105403380>105403381
chr21	>105399628>105399629
chr21	>105399628>105399630
chr21	>105400952>105400953
chr21	>105400088>105400090
chr21	>105404645>105404646
chr21	>105406826>105406828
chr21	>105406388>105406390
chr21	>105400335>105400336
chr21	>105406332>105406334
chr21	>105403768>105403769
chr21	>105403768>105403770
chr21	>105403434>105403436
chr21	>105404252>105404254
chr21	>105404797>105404798
chr21	>105399190>105399191
chr21	>105399721>105399723
chr21	>105405504>105405506
chr21	>105402800>105402801
chr21	>105407310>105407312
chr21	>105401728>105401729
chr21	>105405723>105405725
chr21	>105399064>105399066
chr21	>105402188>105402191
chr21	>105403151>105403152
chr21	>105400070>105400071
chr21	>105401393>105401395
chr21	>105404332>105404333
chr21	>105403908>105403910
chr21	>105405121>105405122
chr21	>105407585>105407586
chr21	>105403874>105403875
chr21	>105404795>105404797
chr21	>105400053>105400054
chr21	>105398479>105398481
chr21	>105398742>105398744
chr21	>105400102>105400103
chr21	>105400102>105400115
chr21	>105399127>105399128
chr21	>105404770>105404771
chr21	>105406445>105406447
chr21	>105398683>105398684
chr21	>105406187>105406189
chr21	>105405065>105405067
chr21	>105403742>105403743
chr21	>105403742>105403744
chr21	>105402098>105402100
chr21	>105398526>105398527
chr21	>105407611>105407612
chr21	>105407611>105407613
chr21	>105401333>105401336
chr21	>105399399>105399401
chr21	>105403210>105403212
chr21	>105403693>105403694
chr21	>105403693>105403695
chr21	>105402060>105402061
chr21	>105400579>105400580
chr21	>105402504>105402505
chr21	>105407560>105407561
chr21	>105400872>105400874
chr21	>105406454>105406456
chr21	>105399596>105399598
chr21	>105401144>105401146
chr21	>105400667>105400669
chr21	>105406555>105406557
chr21	>105400036>105400038
chr21	>105401581>105401583
chr21	>105407104>105407105
chr21	>105405486>105405488
chr21	>105400898>105400900
chr21	>105400941>105400943
chr21	>105405414>105405415
chr21	>105405414>105405416
chr21	>105401019>105401020
chr21	>105405635>105405637
chr21	>105406502>105406505
chr21	>105402473>105402474
chr21	>105405299>105405301
chr21	>105398777>105398779
chr21	>105404295>105404296
chr21	>105398906>105398908
chr21	>105403155>105403157
chr21	>105405766>105405767
chr21	>105405719>105405720
chr21	>105407260>105407261
chr21	>105404117>105404119
chr21	>105404467>105404468
chr21	>105398996>105398998
chr21	>105399843>105399844
chr21	>105405970>105405971
chr21	>105404374>105404376
chr21	>105400240>105400241
chr21	>105401573>105401574
chr21	>105401573>105401575
chr21	>105405253>105405255
chr21	>105402855>105402856
chr21	>105407369>105407370
chr21	>105399260>105399262
chr21	>105406514>105406516
chr21	>105406514>105406520
chr21	>105399554>105399556
chr21	>105405986>105405988
chr21	>105402553>105402555
chr21	>105403451>105403452
chr21	>105398979>105398980
chr21	>105404664>105404665
chr21	>105401630>105401632
chr21	>105401116>105401117
chr21	>105401490>105401491
chr21	>105404572>105404573
chr21	>105405489>105405491
chr21	>105405992>105405994
chr21	>105401902>105401904
chr21	>105403206>105403207
chr21	>105402516>105402518
chr21	>105403540>105403541
chr21	>105405154>105405156
chr21	>105406390>105406391
chr21	>105404296>105404298
chr21	>105405346>105405348
chr21	>105407481>105407483
chr21	>105405847>105405849
chr21	>105404992>105404994
chr21	>105401522>105401523
chr21	>105398597>105398599
chr21	>105398788>105398789
chr21	>105403081>105403083
chr21	>105400130>105400131
chr21	>105407592>105407594
chr21	>105404932>105404933
chr21	>105404932>105404934
chr21	>105405908>105405909
chr21	>105401530>105401532
chr21	>105400934>105400937
chr21	>105404397>105404398
chr21	>105398672>105398674
chr21	>105403266>105403267
chr21	>105399844>105399846
chr21	>105401608>105401609
chr21	>105400106>105400107
chr21	>105400106>105400115
chr21	>105401895>105401896
chr21	>105406012>105406013
chr21	>105407394>105407396
chr21	>105405079>105405080
chr21	>105406202>105406203
chr21	>105399578>105399580
chr21	>105401678>105401679
chr21	>105399537>105399538
chr21	>105399528>105399530
chr21	>105401225>105401226
chr21	>105402748>105402750
chr21	>105402874>105402876
chr21	>105406942>105406944
chr21	>105404254>105404255
chr21	>105401657>105401658
chr21	>105403237>105403239
chr21	>105403895>105403896
chr21	>105406703>105406705
chr21	>105399332>105399333
chr21	>105403330>105403332
chr21	>105402119>105402121
chr21	>105403436>105403437
chr21	>105407432>105407433
chr21	>105401431>105401432
chr21	>105402001>105402003
chr21	>105406537>105406538
chr21	>105406537>105406545
chr21	>105406026>105406028
chr21	>105399510>105399511
chr21	>105401363>105401364
chr21	>105407145>105407146
chr21	>105402819>105402821
chr21	>105406097>105406098
chr21	>105401966>105401967
chr21	>105399290>105399291
chr21	>105400453>105400455
chr21	>105399948>105399949
chr21	>105405295>105405296
chr21	>105400317>105400318
chr21	>105406789>105406790
chr21	>105398668>105398669
chr21	>105401654>105401655
chr21	>105398701>105398702
chr21	>105407249>105407251
chr21	>105398535>105398536
chr21	>105401602>105401603
chr21	>105403722>105403724
chr21	>105404654>105404656
chr21	>105398437>105398438
chr21	>105406977>105406979
chr21	>105400927>105400928
chr21	>105403705>105403707
chr21	>105402455>105402456
chr21	>105398494>105398496
chr21	>105398981>105398983
chr21	>105399846>105399847
chr21	>105398770>105398772
chr21	>105401549>105401550
chr21	>105401817>105401818
chr21	>105401156>105401158
chr21	>105403010>105403011
chr21	>105407131>105407132
chr21	>105398853>105398855
chr21	>105400691>105400692
chr21	>105402101>105402103
chr21	>105401953>105401954
chr21	>105407263>105407264
chr21	>105406472>105406473
chr21	>105404847>105404849
chr21	>105403075>105403077
chr21	>105399470>105399472
chr21	>105402864>105402865
chr21	>105399809>105399810
chr21	>105406349>105406350
chr21	>105406947>105406948
chr21	>105404569>105404570
chr21	>105399221>105399222
chr21	>105405188>105405191
chr21	>105401159>105401161
chr21	>105401883>105401884
chr21	>105402745>105402747
chr21	>105404083>105404084
chr21	>105404257>105404258
chr21	>105403059>105403060
chr21	>105407504>105407506
chr21	>105406234>105406236
chr21	>105404129>105404131
chr21	>105405926>105405928
chr21	>105407604>105407606
chr21	>105403028>105403029
chr21	>105406071>105406072
chr21	>105405245>105405246
chr21	>105405245>105405247
chr21	>105401001>105401002
chr21	>105402399>105402401
chr21	>105401636>105401638
chr21	>105406796>105406798
chr21	>105401591>105401593
chr21	>105402655>105402657
chr21	>105399692>105399693
chr21	>105405758>105405760
chr21	>105406035>105406038
chr21	>105401561>105401562
chr21	>105404899>105404900
chr21	>105402887>105402888
chr21	>105407234>105407235
chr21	>105399645>105399646
chr21	>105406538>105406539
chr21	>105406538>105406545
chr21	>105405040>105405041
chr21	>105406475>105406476
chr21	>105405102>105405104
chr21	>105405282>105405283
chr21	>105398995>105398996
chr21	>105403243>105403245
chr21	>105407404>105407406
chr21	>105400625>105400627
chr21	>105402567>105402569
chr21	>105400180>105400181
chr21	>105400180>105400182
chr21	>105403535>105403537
chr21	>105403855>105403856
chr21	>105402702>105402703
chr21	>105398973>105398975
chr21	>105399004>105399005
chr21	>105400585>105400586
chr21	>105398909>105398911
chr21	>105400703>105400704
chr21	>105398675>105398677
chr21	>105404607>105404609
chr21	>105400779>105400780
chr21	>105406252>105406254
chr21	>105402519>105402521
chr21	>105406239>105406240
chr21	>105399630>105399631
chr21	>105404404>105404406
chr21	>105406584>105406586
chr21	>105402850>105402852
chr21	>105405437>105405438
chr21	>105407179>105407180
chr21	>105405894>105405896
chr21	>105402488>105402489
chr21	>105402488>105402490
chr21	>105400611>105400612
chr21	>105407000>105407001
chr21	>105404181>105404183
chr21	>105405834>105405836
chr21	>105406072>105406074
chr21	>105401416>105401417
chr21	>105400658>105400660
chr21	>105404540>105404542
chr21	>105400949>105400950
chr21	>105406246>105406248
chr21	>105405650>105405652
chr21	>105404657>105404659
chr21	>105400863>105400865
chr21	>105398633>105398634
chr21	>105404556>105404557
chr21	>105400987>105400988
chr21	>105398651>105398653
chr21	>105401915>105401916
chr21	>105405175>105405177
chr21	>105399002>105399004
chr21	>105405790>105405792
chr21	>105403637>105403639
chr21	>105402477>105402479
chr21	>105406346>105406347
chr21	>105400712>105400713
chr21	>105405818>105405819
chr21	>105404353>105404355
chr21	>105406442>105406444
chr21	>105398553>105398554
chr21	>105398654>105398656
chr21	>105402000>105402001
chr21	>105403904>105403905
chr21	>105403759>105403760
chr21	>105399134>105399136
chr21	>105398699>105398701
chr21	>105402468>105402470
chr21	>105407165>105407166
chr21	>105406828>105406829
chr21	>105403948>105403949
chr21	>105400256>105400257
chr21	>105407254>105407255
chr21	>105402464>105402465
chr21	>105401838>105401839
chr21	>105401569>105401570
chr21	>105402920>105402922
chr21	>105398896>105398897
chr21	>105406969>105406970
chr21	>105402306>105402308
chr21	>105398671>105398672
chr21	>105406124>105406125
chr21	>105399495>105399496
chr21	>105402470>105402471
chr21	>105399351>105399353
chr21	>105401816>105401817
chr21	>105403846>105403848
chr21	>105407536>105407537
chr21	>105399383>105399384
chr21	>105404242>105404243
chr21	>105402372>105402373
chr21	>105398488>105398490
chr21	>105402122>105402124
chr21	>105403504>105403506
chr21	>105406131>105406133
chr21	>105406385>105406387
chr21	>105402590>105402592
chr21	>105403034>105403036
chr21	>105398799>105398800
chr21	>105405130>105405132
chr21	>105403368>105403369
chr21	>105405808>105405810
chr21	>105402623>105402625
chr21	>105406331>105406332
chr21	>105400520>105400521
chr21	>105405922>105405923
chr21	>105399538>105399539
chr21	>105403955>105403956
chr21	>105407612>105407613
chr21	>105399738>105399740
chr21	>105407493>105407495
chr21	>105402395>105402396
chr21	>105399396>105399398
chr21	>105407297>105407298
chr21	>105403198>105403200
chr21	>105405435>105405437
chr21	>105404104>105404105
chr21	>105400263>105400265
chr21	>105404523>105404525
chr21	>105400633>105400634
chr21	>105403570>105403571
chr21	>105403287>105403289
chr21	>105405626>105405628
chr21	>105402661>105402663
chr21	>105403201>105403203
chr21	>105402325>105402326
chr21	>105404857>105404859
chr21	>105402894>105402896
chr21	>105407577>105407579
chr21	>105406971>105406973
chr21	>105403054>105403056
chr21	>105404476>105404478
chr21	>105399917>105399919
chr21	>105399625>105399626
chr21	>105407015>105407016
chr21	>105399276>105399277
chr21	>105399276>105399278
chr21	>105404969>105404970
chr21	>105403613>105403615
chr21	>105406557>105406558
chr21	>105406557>105406559
chr21	>105407379>105407381
chr21	>105399762>105399764
chr21	>105404377>105404379
chr21	>105398515>105398517
chr21	>105403323>105403324
chr21	>105400014>105400015
